model_id,outcome,outcome_label,spec_id,spec_label,include_pre_event_volatility,include_industry,topic_parameterization,formula,n_obs,term,coefficient,std_error,t_stat,p_value,term_label,term_group,coefficient_display,reason
CAR_-1_3__topic_severity_pre_volatility_industry,CAR_-1_3,"CAR[-1,+3]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_-1_3"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,pre_event_volatility,0.002351988022958121,0.22706671134927328,0.010358136641792026,0.9917355504785936,Pre-event volatility,control,0.0024 (0.2271),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[accounting_financial_reporting],0.01081616443563318,0.010748089937162286,1.0063336368479316,0.31425510504912924,Topic: accounting_financial_reporting,topic,0.0108 (0.0107),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[business_structure],-0.05204821841342596,0.027727463013382907,-1.877135978445068,0.060499459396271126,Topic: business_structure,topic,-0.0520* (0.0277),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[mda_liquidity],-0.00338317547595713,0.026480497819080996,-0.12776102243513424,0.8983380968001538,Topic: mda_liquidity,topic,-0.0034 (0.0265),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[revenue_non_gaap],0.012473478139619333,0.019239254701861396,0.6483347891024347,0.5167684376364395,Topic: revenue_non_gaap,topic,0.0125 (0.0192),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[risk_legal_regulatory],-0.05562076579839903,0.03729112750887652,-1.4915281332043246,0.13582289063238484,Topic: risk_legal_regulatory,topic,-0.0556 (0.0373),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,C(topic)[routine_other],0.013149093455924382,0.016050385578174946,0.8192384782210034,0.4126503654909788,Topic: routine_other,topic,0.0131 (0.0161),
CAR_1_60__topic_severity,CAR_1_60,"CAR[+1,+60]",topic_severity,Topic + severity,False,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score",273,severity_score,-0.001075532827717423,0.0027693063594483704,-0.3883762531537546,0.6977376149772312,Severity score,main_variable,-0.0011 (0.0028),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[accounting_financial_reporting],0.058474548756150255,0.027772258905364517,2.1055020751248743,0.03524762687631958,Topic: accounting_financial_reporting,topic,0.0585** (0.0278),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[business_structure],-0.011922437584650978,0.03638321058420367,-0.3276906406337677,0.743145580702733,Topic: business_structure,topic,-0.0119 (0.0364),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[mda_liquidity],0.04691945396031116,0.02763093003496565,1.6980772598293572,0.0894931808942209,Topic: mda_liquidity,topic,0.0469* (0.0276),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[revenue_non_gaap],0.06479941782047831,0.035579316839136406,1.8212664991139034,0.06856635628153514,Topic: revenue_non_gaap,topic,0.0648* (0.0356),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[risk_legal_regulatory],0.006350606361402309,0.050080687752186145,0.1268074909998633,0.8990927666448941,Topic: risk_legal_regulatory,topic,0.0064 (0.0501),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,C(topic)[routine_other],0.06757660560487429,0.03435807403008617,1.9668333430360445,0.04920242720665965,Topic: routine_other,topic,0.0676** (0.0344),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,severity_score,-0.00022280314866950524,0.0028959322561190157,-0.07693658862313821,0.9386739902841451,Severity score,main_variable,-0.0002 (0.0029),
CAR_1_60__topic_severity_pre_volatility,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility,Topic + severity + pre-volatility,True,False,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility",273,pre_event_volatility,-2.5800107243755157,1.5205908196169053,-1.6967159679587691,0.0897503723040162,Pre-event volatility,control,-2.5800* (1.5206),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[accounting_financial_reporting],0.01610956447163679,0.03182556028186679,0.5061832165391764,0.6127280360072938,Topic: accounting_financial_reporting,topic,0.0161 (0.0318),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[business_structure],-0.030952579636722793,0.040876286505416186,-0.7572258216905666,0.4489145827723986,Topic: business_structure,topic,-0.0310 (0.0409),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[mda_liquidity],0.004101827937530125,0.039814961693312376,0.10302227512174399,0.9179452920261124,Topic: mda_liquidity,topic,0.0041 (0.0398),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[revenue_non_gaap],0.025944277610086837,0.03470130295575764,0.7476456328791009,0.4546739322311325,Topic: revenue_non_gaap,topic,0.0259 (0.0347),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[risk_legal_regulatory],-0.04238755044367895,0.0492999705446236,-0.8597885551536403,0.3899056092166687,Topic: risk_legal_regulatory,topic,-0.0424 (0.0493),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(topic)[routine_other],0.02639290459767163,0.03276507116408197,0.8055195261289194,0.4205199431820419,Topic: routine_other,topic,0.0264 (0.0328),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Consumer Discretionary],-0.017528018049723093,0.03268458234722304,-0.5362778653101656,0.5917665260062392,Industry: Consumer Discretionary,industry_control,-0.0175 (0.0327),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Consumer Staples],0.025436997671803546,0.03699005724863222,0.687671216641443,0.49165984968706866,Industry: Consumer Staples,industry_control,0.0254 (0.0370),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Energy],-0.07753748552843684,0.061077294777570755,-1.2694977046840443,0.20426360867083027,Industry: Energy,industry_control,-0.0775 (0.0611),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Financials],0.0065391292351386875,0.033738227282577915,0.19381958572895822,0.8463171506178259,Industry: Financials,industry_control,0.0065 (0.0337),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Health Care],0.011798421129261088,0.04789328286396514,0.24634813952455553,0.805412747930611,Industry: Health Care,industry_control,0.0118 (0.0479),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Industrials],0.01118586239497791,0.03862311253115899,0.2896157679149699,0.7721102027146587,Industry: Industrials,industry_control,0.0112 (0.0386),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Information Technology],-0.019338912671014574,0.040395845464028586,-0.4787351879597459,0.6321270294995448,Industry: Information Technology,industry_control,-0.0193 (0.0404),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Materials],-0.08942435367198337,0.050702465283125824,-1.763708197868329,0.07778112020521413,Industry: Materials,industry_control,-0.0894* (0.0507),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Real Estate],-0.01373419865795829,0.037416907841413875,-0.3670586226998953,0.7135752905836168,Industry: Real Estate,industry_control,-0.0137 (0.0374),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,C(industry)[T.Utilities],-0.03511848008372646,0.04999114162580618,-0.7024940607797155,0.48237110431862174,Industry: Utilities,industry_control,-0.0351 (0.0500),
CAR_1_60__topic_severity_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_industry,Topic + severity + industry,False,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + C(industry)",273,severity_score,0.00011248264470969417,0.0030701993503667356,0.036636918933703154,0.9707745062274863,Severity score,main_variable,0.0001 (0.0031),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[accounting_financial_reporting],0.065172314993683,0.045021663496872304,1.4475767870774163,0.14773544700840985,Topic: accounting_financial_reporting,topic,0.0652 (0.0450),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[business_structure],0.008712285484311213,0.0501972838011078,0.17356089462591484,0.8622105670633564,Topic: business_structure,topic,0.0087 (0.0502),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[mda_liquidity],0.05583774107895101,0.04428201529377634,1.260957540177689,0.2073241453180913,Topic: mda_liquidity,topic,0.0558 (0.0443),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[revenue_non_gaap],0.07686819525479024,0.048291701080656266,1.5917475163363128,0.1114414470905872,Topic: revenue_non_gaap,topic,0.0769 (0.0483),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[risk_legal_regulatory],0.014326657220077942,0.06106810326397445,0.23460131319535485,0.8145181902133412,Topic: risk_legal_regulatory,topic,0.0143 (0.0611),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(topic)[routine_other],0.07983366865610109,0.04928747868320889,1.6197555807069226,0.10528479153802484,Topic: routine_other,topic,0.0798 (0.0493),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Consumer Discretionary],-0.022167127878026067,0.03213512718950594,-0.6898098690353083,0.4903137615797811,Industry: Consumer Discretionary,industry_control,-0.0222 (0.0321),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Consumer Staples],0.009940397345832148,0.03669767690548746,0.270872659635459,0.7864889736195225,Industry: Consumer Staples,industry_control,0.0099 (0.0367),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Energy],-0.072641396096793,0.055521488445012354,-1.3083474188329074,0.19075549842218142,Industry: Energy,industry_control,-0.0726 (0.0555),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Financials],-0.007502678232202176,0.0351508178291472,-0.2134424942449255,0.830981838449447,Industry: Financials,industry_control,-0.0075 (0.0352),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Health Care],0.0032140177515659653,0.04877013691982249,0.06590134772124531,0.9474563675911911,Industry: Health Care,industry_control,0.0032 (0.0488),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Industrials],-0.006532791124029432,0.039636149372827445,-0.16481901565614712,0.8690864364068572,Industry: Industrials,industry_control,-0.0065 (0.0396),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Information Technology],-0.021898246124480804,0.03940838332462249,-0.5556748152822272,0.5784331762464674,Industry: Information Technology,industry_control,-0.0219 (0.0394),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Materials],-0.09518564130811484,0.049879862385435875,-1.9082979935387219,0.05635271219868322,Industry: Materials,industry_control,-0.0952* (0.0499),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Real Estate],-0.02624061523014909,0.036474899612606596,-0.7194156943225611,0.4718848297024484,Industry: Real Estate,industry_control,-0.0262 (0.0365),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,C(industry)[T.Utilities],-0.03833333741561652,0.046471074283126364,-0.8248859749200019,0.4094363295522807,Industry: Utilities,industry_control,-0.0383 (0.0465),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,severity_score,0.00046454189809849895,0.0031266653060397546,0.14857423249017,0.8818896067989427,Severity score,main_variable,0.0005 (0.0031),
CAR_1_60__topic_severity_pre_volatility_industry,CAR_1_60,"CAR[+1,+60]",topic_severity_pre_volatility_industry,Topic + severity + pre-volatility + industry,True,True,no_intercept_all_topic_coefficients,"Q(""CAR_1_60"") ~ 0 + C(topic) + severity_score + pre_event_volatility + C(industry)",273,pre_event_volatility,-2.126487025487384,1.4317596784387592,-1.4852262272158552,0.13748390664099802,Pre-event volatility,control,-2.1265 (1.4318),
