ticker,thread_id,forms_in_thread,normalized_forms_in_thread,accession_count,filing_count,extracted_text_count,ok_extraction_count,file_count,byte_count,has_company_submissions,submission_archive_count,sample_start_date,sample_end_date
EBAY,EBAY_0000000000-21-005831,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,126853,True,1,2016-01-01,2026-04-28
EBAY,EBAY_0000000000-22-010339,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,76279,True,1,2016-01-01,2026-04-28
EBAY,EBAY_0000000000-24-010609,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,81911,True,1,2016-01-01,2026-04-28
EBAY,EBAY_0000000000-25-004920,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,75224,True,1,2016-01-01,2026-04-28
ESS,ESS_0000000000-17-010663,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,89178,True,0,2016-01-01,2026-04-28
ETN,ETN_0000000000-16-063947,UPLOAD,STAFF_LETTER,1,1,1,1,5,27357,True,1,2016-01-01,2026-04-28
ETN,ETN_0000000000-17-044426,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,267832,True,1,2016-01-01,2026-04-28
ETN,ETN_0000000000-18-038869,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,167322,True,1,2016-01-01,2026-04-28
ETN,ETN_0000000000-24-003729,"UPLOAD, CORRESP, CORRESP, UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",6,6,6,6,20,156705,True,1,2016-01-01,2026-04-28
EXPE,EXPE_0000000000-16-095389,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,127760,True,1,2016-01-01,2026-04-28
EXPE,EXPE_0000000000-17-016265,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",7,7,7,7,23,302461,True,1,2016-01-01,2026-04-28
EXPE,EXPE_0000000000-18-024417,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,85220,True,1,2016-01-01,2026-04-28
EXPE,EXPE_0000000000-19-008960,"UPLOAD, CORRESP, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",8,8,8,8,26,182385,True,1,2016-01-01,2026-04-28
EXPE,EXPE_0000000000-24-003851,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,87128,True,1,2016-01-01,2026-04-28
F,F_0000000000-17-029248,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",10,10,10,10,32,655309,True,1,2016-01-01,2026-04-28
F,F_0000000000-22-007496,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,249944,True,1,2016-01-01,2026-04-28
FCX,FCX_0000000000-17-017202,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,39868,True,0,2016-01-01,2026-04-28
FCX,FCX_0000000000-22-004385,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,1898967,True,0,2016-01-01,2026-04-28
FIX,FIX_0000000000-16-065580,UPLOAD,STAFF_LETTER,1,1,1,1,5,28786,True,0,2016-01-01,2026-04-28
FOX,FOX_0000000000-18-034571,"UPLOAD, UPLOAD, CORRESP, CORRESP, UPLOAD, SEC STAFF ACTION","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_ACTION",6,6,6,6,20,224041,True,0,2016-01-01,2026-04-28
FOX,FOX_0000000000-19-013787,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",6,6,6,6,20,271962,True,0,2016-01-01,2026-04-28
FOX,FOX_0000000000-24-002186,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",9,9,9,9,29,350094,True,0,2016-01-01,2026-04-28
GIS,GIS_0000000000-18-018988,"UPLOAD, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,249340,True,1,2016-01-01,2026-04-28
GIS,GIS_0000000000-20-001733,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,102738,True,1,2016-01-01,2026-04-28
GIS,GIS_0000000000-21-013208,"UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",5,5,5,5,17,132163,True,1,2016-01-01,2026-04-28
GLW,GLW_0000000000-17-010797,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,173225,True,1,2016-01-01,2026-04-28
GLW,GLW_0000000000-22-005699,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,307911,True,1,2016-01-01,2026-04-28
GLW,GLW_0000000000-23-012635,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",8,8,8,8,26,197626,True,1,2016-01-01,2026-04-28
HBAN,HBAN_0000000000-16-061412,"UPLOAD, UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",6,6,6,6,20,314146,True,1,2016-01-01,2026-04-28
HBAN,HBAN_0000000000-17-040659,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,490913,True,1,2016-01-01,2026-04-28
HBAN,HBAN_0000000000-21-001444,"UPLOAD, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",4,4,4,4,14,82325,True,1,2016-01-01,2026-04-28
HBAN,HBAN_0000000000-25-007733,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,51528,True,1,2016-01-01,2026-04-28
HIG,,,,0,0,0,0,2,624861,True,1,,
HLT,HLT_0000000000-17-008976,"UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",8,8,8,8,26,266265,True,0,2016-01-01,2026-04-28
HLT,HLT_0000000000-19-014057,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,57871,True,0,2016-01-01,2026-04-28
HLT,HLT_0000000000-24-006691,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,342546,True,0,2016-01-01,2026-04-28
IFF,IFF_0000000000-16-085841,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,204314,True,1,2016-01-01,2026-04-28
IFF,IFF_0000000000-17-013401,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,239992,True,1,2016-01-01,2026-04-28
IFF,IFF_0000000000-18-019487,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,48924,True,1,2016-01-01,2026-04-28
IFF,IFF_0000000000-20-005058,"UPLOAD, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",7,7,7,7,23,185216,True,1,2016-01-01,2026-04-28
IFF,IFF_0000000000-24-009611,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,95164,True,1,2016-01-01,2026-04-28
ISRG,ISRG_0000000000-22-002263,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,84954,True,1,2016-01-01,2026-04-28
ITW,ITW_0000000000-21-011797,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,224579,True,0,2016-01-01,2026-04-28
ITW,ITW_0000000000-23-012160,"UPLOAD, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,105940,True,0,2016-01-01,2026-04-28
KEYS,KEYS_0000000000-16-071042,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,197318,True,0,2016-01-01,2026-04-28
KEYS,KEYS_0000000000-20-001611,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,120063,True,0,2016-01-01,2026-04-28
KIM,KIM_0000000000-17-010670,"UPLOAD, UPLOAD, CORRESP","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE",3,3,3,3,11,148411,True,0,2016-01-01,2026-04-28
KIM,KIM_0000000000-21-006862,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,41932,True,0,2016-01-01,2026-04-28
KIM,KIM_0000000000-23-011402,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,55183,True,0,2016-01-01,2026-04-28
KIM,KIM_0000000000-24-009904,"UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE",2,2,2,2,8,123989,True,0,2016-01-01,2026-04-28
KMI,KMI_0000000000-16-082397,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,491144,True,0,2016-01-01,2026-04-28
KMI,KMI_0000000000-21-002753,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,252660,True,0,2016-01-01,2026-04-28
KMI,KMI_0000000000-23-003113,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,289535,True,0,2016-01-01,2026-04-28
LEN,LEN_0000000000-16-068040,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",15,15,15,15,47,1111331,True,0,2016-01-01,2026-04-28
LEN,LEN_0000000000-17-044289,"UPLOAD, UPLOAD, CORRESP, CORRESP","STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",4,4,4,4,14,277179,True,0,2016-01-01,2026-04-28
LEN,LEN_0000000000-18-014217,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,68143,True,0,2016-01-01,2026-04-28
LEN,LEN_0000000000-19-007876,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,154870,True,0,2016-01-01,2026-04-28
LEN,LEN_0000000000-22-001608,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,80147,True,0,2016-01-01,2026-04-28
LHX,LHX_0000000000-16-094323,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,172394,True,1,2016-01-01,2026-04-28
LHX,LHX_0000000000-19-001516,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,85382,True,1,2016-01-01,2026-04-28
LHX,LHX_0000000000-20-000514,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",9,9,9,9,29,179821,True,1,2016-01-01,2026-04-28
LHX,LHX_0000000000-23-014012,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,198375,True,1,2016-01-01,2026-04-28
LULU,LULU_0000000000-17-023016,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,221871,True,0,2016-01-01,2026-04-28
LVS,LVS_0000000000-18-025693,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,295073,True,0,2016-01-01,2026-04-28
LVS,LVS_0000000000-21-011216,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,248219,True,0,2016-01-01,2026-04-28
LVS,LVS_0000000000-22-005802,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",9,9,9,9,29,489722,True,0,2016-01-01,2026-04-28
LVS,LVS_0000000000-23-002902,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",7,7,7,7,23,310453,True,0,2016-01-01,2026-04-28
LVS,LVS_9999999997-19-006421,"SEC STAFF LETTER, SEC STAFF LETTER","STAFF_LETTER, STAFF_LETTER",2,2,2,2,8,215335,True,0,2016-01-01,2026-04-28
MAR,MAR_0000000000-16-061961,"UPLOAD, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE",3,3,3,3,11,216410,True,1,2016-01-01,2026-04-28
MAR,MAR_0000000000-17-014595,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,173575,True,1,2016-01-01,2026-04-28
MAR,MAR_0000000000-21-003413,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,126878,True,1,2016-01-01,2026-04-28
MAR,MAR_0000000000-23-003820,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,81152,True,1,2016-01-01,2026-04-28
MDLZ,MDLZ_0000000000-16-094772,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",8,8,8,8,26,695069,True,0,2016-01-01,2026-04-28
MDLZ,MDLZ_0000000000-19-004694,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,102542,True,0,2016-01-01,2026-04-28
MDLZ,MDLZ_0000000000-22-009590,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,73480,True,0,2016-01-01,2026-04-28
MET,MET_0000000000-16-095584,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,263630,True,1,2016-01-01,2026-04-28
MET,MET_0000000000-17-042540,"UPLOAD, CORRESP, UPLOAD, UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",9,9,9,9,29,528543,True,1,2016-01-01,2026-04-28
MET,MET_0000000000-22-010452,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,85748,True,1,2016-01-01,2026-04-28
META,META_0000000000-16-073605,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",8,8,8,8,26,502218,True,2,2016-01-01,2026-04-28
META,META_0000000000-21-011466,"UPLOAD, CORRESP, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",7,7,7,7,23,254128,True,2,2016-01-01,2026-04-28
META,META_0000000000-22-010750,"UPLOAD, CORRESP, CORRESP, UPLOAD, UPLOAD, CORRESP, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE",8,8,8,8,26,302616,True,2,2016-01-01,2026-04-28
META,META_0000000000-23-006892,UPLOAD,STAFF_LETTER,1,1,1,1,5,30503,True,2,2016-01-01,2026-04-28
MNST,MNST_0000000000-17-011057,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,95942,True,0,2016-01-01,2026-04-28
MNST,MNST_0000000000-18-014626,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,192986,True,0,2016-01-01,2026-04-28
MNST,MNST_0000000000-20-008892,"UPLOAD, CORRESP, UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",6,6,6,6,20,205767,True,0,2016-01-01,2026-04-28
MNST,MNST_0000000000-21-011411,"UPLOAD, CORRESP, UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,138171,True,0,2016-01-01,2026-04-28
MNST,MNST_0000000000-23-006157,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,78221,True,0,2016-01-01,2026-04-28
MNST,MNST_0000000000-24-005447,"UPLOAD, CORRESP, UPLOAD, CORRESP","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER, FILER_RESPONSE",4,4,4,4,14,115934,True,0,2016-01-01,2026-04-28
MRSH,MRSH_0000000000-16-085137,"UPLOAD, CORRESP, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",5,5,5,5,17,226798,True,1,2016-01-01,2026-04-28
MRSH,MRSH_0000000000-22-010337,"UPLOAD, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, STAFF_LETTER",3,3,3,3,11,75618,True,1,2016-01-01,2026-04-28
MRSH,MRSH_0000000000-23-002612,"UPLOAD, CORRESP, CORRESP, UPLOAD","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, STAFF_LETTER",4,4,4,4,14,271739,True,1,2016-01-01,2026-04-28
MS,MS_0000000000-20-012228,"UPLOAD, CORRESP, CORRESP, CORRESP","STAFF_LETTER, FILER_RESPONSE, FILER_RESPONSE, FILER_RESPONSE",4,4,4,4,14,68620,True,32,2016-01-01,2026-04-28
