event_id,ticker,event_date,topic,severity_score,CAR_-3_-1,CAR_-1_3,CAR_1_60,pre_event_volatility,regression_inclusion_status
A_000000000016092800,A,2016-09-14,routine_other,-0.5955592894760546,-0.02074402121755925,-0.008837896058644712,-0.03125044004767907,0.045889662077409264,included
ABBV_000000000018013671,ABBV,2018-05-02,accounting_financial_reporting,-0.6420826602302503,0.05330551125913696,0.023947221394890472,-0.1570317999747748,0.024974798037096055,included
ABBV_000000000020009552,ABBV,2020-10-09,accounting_financial_reporting,2.402751473954108,-0.018413783945659845,-0.019019865909845723,0.12718633565095316,0.026119707086505243,included
ABBV_000000000022010309,ABBV,2022-09-20,accounting_financial_reporting,-1.3263762383027338,0.033596471378831705,0.03965937849675294,0.12206796535443798,0.007307528009659223,included
ADM_000000000017044885,ADM,2017-12-22,routine_other,-0.8478554505941633,-0.0008938927997131918,0.0068572834144844386,0.06239830807872859,0.0029996110809072246,included
ADM_000000000020007987,ADM,2020-08-25,accounting_financial_reporting,0.540689919111737,-0.007702329203267522,-0.0024649973874101283,0.07956630412628352,0.010773589439538942,included
ADM_000000000021013296,ADM,2021-11-02,routine_other,-1.4311029466913827,-0.027654645314087234,-0.015762287838352096,0.23056315809475714,0.009940053293302092,included
ADM_000000000024005934,ADM,2024-05-22,accounting_financial_reporting,3.8848369526852133,-0.010155376985244713,0.001031116208245808,-0.09131057937850262,0.008950840321526111,included
ADSK_000000000017022741,ADSK,2017-06-28,routine_other,-0.7800211053878794,-0.029993954378798704,-0.06042296907784439,0.04569420319295592,0.017120253294264,included
ADSK_000000000018024031,ADSK,2018-08-03,revenue_non_gaap,2.272917484457938,0.024116298210830944,0.03770128817289142,0.02926312133492326,0.014954351264781262,included
AFL_000000000016074172,AFL,2016-04-28,accounting_financial_reporting,2.061693473273727,0.018769541314545557,0.027537478125506887,0.018014488927609262,0.0018748254061354032,included
AFL_000000000017014838,AFL,2017-04-28,accounting_financial_reporting,-1.4382434040815177,-0.0006637243512551683,-0.0008150810133062958,0.0050128100676004594,0.005389364189217622,included
AFL_000000000023008707,AFL,2023-08-10,routine_other,-1.6958803883016071,-0.012836339855771262,-0.004085110860093888,0.11093701454913063,0.01819471352629587,included
AJG_000000000016075772,AJG,2016-05-10,accounting_financial_reporting,-0.7919218677047712,-0.007479372718469546,0.008423297465259827,-0.009015772157256574,0.002102880696648847,included
AJG_000000000016102009,AJG,2016-11-22,routine_other,-1.6804093972896474,0.0002248897867301869,-0.014772546895370775,0.025754962920837676,0.01221167354890663,included
AJG_000000000022012653,AJG,2022-11-22,routine_other,-1.6958803883016071,0.0348111437458678,0.011015461638884227,-0.05537075779311029,0.012252522822380072,included
AJG_000000000024002978,AJG,2024-03-19,accounting_financial_reporting,-1.9110398885920077,-0.0037122123710234822,-0.048347243637385295,-0.019407495745438985,0.003525300347417168,included
AJG_000000000024010451,AJG,2024-09-16,routine_other,-2.7411032851057966,-0.028578480440781484,-0.07025588657094417,-0.12020096094481092,0.014547394258908579,included
ALL_000000000017014470,ALL,2017-04-26,accounting_financial_reporting,0.48558643456664285,-0.00024004909419139686,0.0010941704831327614,0.05159951404718732,0.014081893662928838,included
ALL_000000000018011843,ALL,2018-04-18,accounting_financial_reporting,0.3295763056458435,-0.00562040563970545,0.013766436792890024,-0.08409182426289463,0.011435554424485284,included
ALL_000000000021003670,ALL,2021-03-26,accounting_financial_reporting,-0.9546023335587992,0.02927553382228587,-0.004227363040984811,0.04172928613518401,0.00865200674419925,included
AMT_000000000016074877,AMT,2016-05-04,mda_liquidity,-1.1137125707177598,0.00656825638748515,0.02093533141574011,0.0355192271840743,0.00084520308463037,included
AMT_000000000018008426,AMT,2018-03-19,mda_liquidity,-1.3287563907661122,0.007187948195220062,0.012997186728742616,-0.08264744281495029,9.794955266984067e-05,included
AMT_000000000023002236,AMT,2023-03-07,accounting_financial_reporting,-1.4346731753864503,-0.005208589225092153,-0.010050837103236399,-0.07615780202711642,0.00821267714360145,included
AON_000000000017045347,AON,2017-12-29,routine_other,1.680398958676279,0.007408501859420102,-0.0044317537068792046,0.06562062791956624,0.0035540235076858538,included
AON_000000000018025493,AON,2018-08-16,revenue_non_gaap,-1.0664694993375834,0.0003512206784249683,0.016117929471194836,0.16319713515311696,0.008246664704654579,included
AON_000000000019006947,AON,2019-04-10,routine_other,-2.7411032851057966,-0.0036008145751403875,0.014182574127813652,0.09799159685078418,0.0006147382035192864,included
AON_000000000020004858,AON,2020-06-01,routine_other,-0.3311365432294906,-0.007698703909475579,-0.030684808002167552,-0.13838619472271985,0.007039724395123686,included
AON_000000000022013878,AON,2022-12-23,accounting_financial_reporting,-0.08980644118699349,0.00849370723250531,0.008181397194635953,-0.01940776967117508,0.01060897316026377,included
AON_000000000024003147,AON,2024-03-22,accounting_financial_reporting,-0.3880161598540306,0.002842950060603977,0.018294929992805242,-0.13688687334428906,0.0006181117610871557,included
APP_000000000020012628,APP,2020-12-31,accounting_financial_reporting,10.661122957777607,,-0.05055482511002951,0.12140328570549486,,excluded_missing_required_field
APP_000000000021013958,APP,2021-11-17,accounting_financial_reporting,-1.1622561160479425,-0.057965256868787174,-0.06884097371052877,-0.28878893342041,0.045021671891795075,included
AVY_000000000018009394,AVY,2018-03-28,routine_other,-1.2204594536823956,-0.002222117131997381,0.005126899468554824,-0.09033301043316255,0.03761796223875863,included
AVY_000000000023003698,AVY,2023-04-13,revenue_non_gaap,-0.8398848948597303,0.004619181464584177,-0.004355855418296639,-0.07385315026453243,0.0026720863789933607,included
BBY_000000000016088191,BBY,2016-08-10,revenue_non_gaap,0.8666548712037254,-0.004463314403530094,0.006583288830647405,0.18608440132716642,0.019182093189660666,included
BKR_000000000017014455,BKR,2017-04-26,business_structure,7.539879902268598,-0.016489337138299698,0.011638158427920264,-0.22018587657117694,0.033520758850665154,included
BKR_000000000018030596,BKR,2018-09-27,accounting_financial_reporting,-1.4866765516933833,0.0350595014404006,-0.03930447222610167,-0.2751681023304984,0.014854996542442269,included
BKR_000000000024008308,BKR,2024-07-23,accounting_financial_reporting,1.8534301327281186,-0.00985148267032765,0.056762036692966644,-0.009109228086614629,0.006067815857860606,included
BRK-B_000000000016092092,BRK-B,2016-09-09,accounting_financial_reporting,-1.028027082036138,-0.0068854602380623575,0.001418164763340446,0.049294602239079666,0.0026348592794657676,included
BRK-B_000000000017008779,BRK-B,2017-03-16,accounting_financial_reporting,1.8281025664815669,-0.007094932104113272,-0.021402893016749913,-0.04458318978283282,0.004317741911552017,included
BRK-B_000000000019008277,BRK-B,2019-05-09,accounting_financial_reporting,-1.1764266331098956,-0.02084882018435441,-0.01209593738532122,-0.04812032077732509,0.00522339955472176,included
BRK-B_000000000021008029,BRK-B,2021-06-29,accounting_financial_reporting,-1.3858800498871933,-0.004329662481374008,-0.013841060589752874,-0.031066051997803656,0.005281085961536119,included
BRK-B_000000000022009598,BRK-B,2022-09-02,accounting_financial_reporting,-1.2505713373620169,-0.001995119540005086,-0.003987234191459521,0.1147740723965941,0.0064521147005809935,included
BRK-B_000000000023008134,BRK-B,2023-07-28,routine_other,-1.4418136327765854,0.0028690526219182777,0.015699722448068942,0.04210688524855488,0.008662352303984586,included
BRK-B_000000000024009131,BRK-B,2024-08-09,accounting_financial_reporting,-1.233550292230977,0.016844231067288273,-0.02102392122574348,-0.044918885438762546,0.006216795450456408,included
BSX_000000000016070496,BSX,2016-03-31,revenue_non_gaap,-0.9637629655249216,0.03473185339644602,0.03796262187667987,0.18625301646055337,0.015652100099388635,included
BSX_000000000016094201,BSX,2016-09-23,accounting_financial_reporting,0.5947134699946572,-0.008082774215652955,-0.0030477584689709847,-0.1438071226624824,0.01875605853920855,included
BXP_000000000017016099,BXP,2017-05-08,mda_liquidity,-1.422412435182167,-0.027297047997456136,-0.019895923281149752,-0.042987602139461956,0.003491833503414712,included
BXP_000000000018024571,BXP,2018-08-08,mda_liquidity,-0.9775737598482852,-0.004750075714599067,0.008327802446671972,-0.030402034527596378,0.0014770536758858322,included
BXP_000000000022009471,BXP,2022-08-31,accounting_financial_reporting,-1.2112988217162735,-0.0005464742816704282,0.03730689686899846,-0.10761984447236939,0.01257062153336997,included
BXP_000000000024009655,BXP,2024-08-23,accounting_financial_reporting,-1.5235689148757483,0.0004143009515332752,0.05599299310403805,0.038290951232872406,0.014740917731883827,included
C_000000000016082386,C,2016-06-28,accounting_financial_reporting,2.451928334698267,-0.05622640269483192,0.015637795778914887,0.08809197492865661,0.09565278062229975,included
C_000000000017009750,C,2017-03-24,accounting_financial_reporting,-0.8236942032217902,-0.014262758661571229,0.02245867571196336,0.05843072233837965,0.015102998121019917,included
C_000000000018014255,C,2018-05-08,routine_other,-1.6994506169966748,-0.0018866351862044661,0.04528115056300397,-0.045169883152227475,0.0038663912107111034,included
C_000000000019012201,C,2019-08-08,accounting_financial_reporting,-1.0716999247212466,-0.02082096905763242,-0.037527494587260346,0.06890432561894855,0.03702240059758478,included
C_000000000020008961,C,2020-09-23,accounting_financial_reporting,3.2407854262023297,-0.03755720755135705,-0.03475923373822132,0.2458197122710395,0.004253542270338736,included
C_000000000022004745,C,2022-05-02,accounting_financial_reporting,0.6256554520185762,-0.02144766618349847,0.06899286959665829,0.10120605216171175,0.014856540568695568,included
C_000000000024006685,C,2024-06-11,mda_liquidity,0.878781456332181,-0.007351626817990176,-0.055842207623899465,0.006747060071507938,0.003772675158185768,included
CARR_000000000019013211,CARR,2019-09-05,accounting_financial_reporting,7.500518150014146,,0.09412442670464682,0.34333139744897023,,excluded_missing_required_field
CARR_000000000024006263,CARR,2024-05-31,mda_liquidity,-1.0739699346151097,-0.022450480736347478,-0.013974927452216512,0.07225839750388685,0.0069389277415526675,included
CARR_000000000025008021,CARR,2025-07-30,routine_other,-1.7077811506184988,-0.09804603836894132,-0.170007953292987,-0.22972354271916706,0.016299836268155024,included
CASY_000000000023001432,CASY,2023-02-10,mda_liquidity,0.9943292485243497,-0.012173172076173522,-0.013693888943386856,0.040708723499499166,0.0036385678332775725,included
CASY_000000000024002104,CASY,2024-02-26,mda_liquidity,-0.9712634008024479,0.016427319237119486,0.03223017225712044,0.07171608934637752,0.016389963924269935,included
CAT_000000000017022437,CAT,2017-06-27,accounting_financial_reporting,1.952926415733104,0.006122031426687213,0.037513560870429785,0.15541011220867185,0.0006902035811858475,included
CAT_000000000022010513,CAT,2022-09-23,mda_liquidity,-0.0034009967305890787,-0.027377444471340828,-0.0054360564391696675,0.32163833982224976,0.007998065550833992,included
CAT_000000000024002665,CAT,2024-03-11,accounting_financial_reporting,-0.8613062670301357,0.0079532482885043,0.004819554501972578,-0.053820792214906654,0.005217951671197643,included
CB_000000000016084378,CB,2016-07-14,accounting_financial_reporting,1.3545679065113165,-0.01634280010228162,-0.012023226489712657,-0.03685244371590801,0.00011226450977386174,included
CB_000000000017027038,CB,2017-08-01,mda_liquidity,2.3067390344321854,0.020489042068613905,0.028252647487173932,0.011856611477567336,0.016241376291414037,included
CB_000000000019007690,CB,2019-04-29,accounting_financial_reporting,-1.2070086372464233,0.02946313623176755,0.02139261075032839,0.02921407653742547,0.004112330157621753,included
CB_000000000022009599,CB,2022-09-02,accounting_financial_reporting,-1.2434308799718816,0.015553668733450654,0.01855810400879987,0.1190473230957182,0.004486546269662074,included
CCI_000000000017015547,CCI,2017-05-03,revenue_non_gaap,-1.5426101345827754,-0.007776933792384089,0.0030718923939551113,0.03981003265839089,0.003797980475501177,included
CCI_000000000024002292,CCI,2024-02-29,business_structure,13.403189644119825,0.0027311549750608233,0.05470967504383928,-0.13977410976336846,0.016019868759627985,included
CCI_000000000025005508,CCI,2025-05-22,accounting_financial_reporting,-1.3771895383779778,0.011384080210135039,-0.023840971066174554,-0.05676295559579092,0.004973126476590747,included
CDNS_000000000023011586,CDNS,2023-10-23,accounting_financial_reporting,-1.202968288094449,-0.01172079213217092,-0.027914299606982218,0.061894878318566104,0.005483759862084895,included
CEG_000000000021010325,CEG,2021-08-23,accounting_financial_reporting,10.1071334896582,,0.04012587948768809,0.3858590237342905,,excluded_missing_required_field
CHRW_000000000020011939,CHRW,2020-12-14,revenue_non_gaap,-1.234740368462666,0.0045436858418091974,-0.013728124079027126,-0.02615070057569613,0.023551116623938103,included
CIEN_000000000016069477,CIEN,2016-03-23,mda_liquidity,-0.8430951456674065,0.04473430408762291,0.03530944423173099,0.11658788978295143,0.00785233454861527,included
CIEN_000000000017024065,CIEN,2017-07-10,accounting_financial_reporting,0.8312021644221239,0.016084224835771432,0.018307063926830347,-0.1843575767231559,0.007017732891971546,included
CIEN_000000000018004375,CIEN,2018-02-08,accounting_financial_reporting,-1.4700154844497348,0.041710914450137304,0.009691011558546458,0.1395287096297636,0.08878924919951042,included
CIEN_000000000020003316,CIEN,2020-04-16,accounting_financial_reporting,-1.1295435396171105,-0.03715217469211518,0.011841563189560755,0.046013744805386336,0.032902787972338206,included
COF_000000000020012214,COF,2020-12-18,revenue_non_gaap,-1.0732499788403271,0.019368089828604385,0.03806068657975481,0.29424202932693444,0.010730976869774554,included
COF_000000000022010286,COF,2022-09-20,accounting_financial_reporting,-1.3204258571442877,0.029551770456192283,-0.03329579444099351,-0.06122025790967345,0.022393293137701557,included
COF_000000000023014108,COF,2023-12-27,mda_liquidity,-0.7689504414152853,0.0076411677145746815,0.02029303527442572,-0.011971791588662684,0.010028101422093864,included
COF_000000000024005698,COF,2024-05-16,accounting_financial_reporting,15.41389563375347,-0.004565995986001603,-0.03377831177676538,-0.06733233830473451,0.0061615852966245815,included
CTSH_000000000017034709,CTSH,2017-09-29,accounting_financial_reporting,-1.4640651032912888,0.0005739540240092822,-0.0021195301021347257,-0.08094632919446931,0.0035540633821316203,included
DASH_000000000020002224,DASH,2020-03-12,accounting_financial_reporting,3.569538023360109,,-0.17785537468344237,-0.2906691648651498,,excluded_missing_required_field
DASH_000000000020007251,DASH,2020-08-10,accounting_financial_reporting,10.464150566343623,,-0.17785537468344237,-0.2906691648651498,,excluded_missing_required_field
DASH_000000000022000022,DASH,2022-01-03,revenue_non_gaap,0.6709940290648138,-0.02617684000046172,-0.08009130729576408,-0.04253589356159582,0.02657946564697242,included
DRI_000000000018003836,DRI,2018-02-02,mda_liquidity,-0.9148596974561494,0.0038619481818888968,0.04285768326063932,0.016084985230547244,0.007111046688793484,included
EA_000000000019011278,EA,2019-07-18,revenue_non_gaap,2.594958022788802,-0.024044017352768732,-0.015644239230112378,0.06419405450350968,0.015901658341493565,included
EA_999999999721000527,EA,2021-03-29,routine_other,-1.2207092890002718,-0.017624892736339604,0.03196052561694207,-0.03837531221196744,0.018525171796926344,included
EBAY_000000000017028776,EBAY,2017-08-15,accounting_financial_reporting,3.6070790702447244,-0.02149090913592111,-0.0019927896925631128,-0.0035769594614381006,0.0225741898833316,included
EBAY_000000000018030096,EBAY,2018-09-25,revenue_non_gaap,3.4322717641134393,-0.018526000516885577,-0.025240454227151043,0.012717123653043338,0.004543421492827652,included
EBAY_000000000021005831,EBAY,2021-05-06,mda_liquidity,0.2985239259036073,0.047624549546929185,0.05039389093717839,0.11970391215316512,0.03550537761535761,included
EBAY_000000000022010339,EBAY,2022-09-20,accounting_financial_reporting,-1.2077285930212058,-0.01760602932387767,-0.04758668217605122,0.0660571572567864,0.012434587549493857,included
EBAY_000000000024010609,EBAY,2024-09-19,accounting_financial_reporting,-1.100151611712272,-0.0026946297818746245,-0.008201437348944851,-0.03833922393191458,0.004541253594971043,included
EBAY_000000000025004920,EBAY,2025-05-08,accounting_financial_reporting,-0.5227388165314504,0.02699806211965461,-0.06638166450391747,0.17038117793018814,0.01712327673949637,included
ESS_000000000017010663,ESS,2017-03-30,accounting_financial_reporting,-1.3557681662075722,-0.01939264087738468,-0.0018786563503414566,0.09949851542206045,0.008138416251761028,included
ETN_000000000016063947,ETN,2016-02-05,routine_other,-2.6435170341072824,0.09300914622569967,0.05557735210084813,0.062150657516832464,0.06739690623630759,included
ETN_000000000017044426,ETN,2017-12-20,revenue_non_gaap,-0.07587971147277972,-0.005279091255538937,0.007248537662527865,0.04277569625465194,0.009967052671601263,included
ETN_000000000018038869,ETN,2018-12-20,routine_other,-1.0716999247212466,-0.001112257825606422,0.013173366699958167,0.06186331901883513,0.010959570721582577,included
ETN_000000000024003729,ETN,2024-04-08,mda_liquidity,0.33123650233443924,0.050224679443390485,-0.017450128391062747,-0.07790592141753594,0.015624690562136166,included
EXPE_000000000016095389,EXPE,2016-09-30,routine_other,-1.4162124738546469,0.08096485091234618,0.03185036341555103,-0.07012029643485473,0.007923800698873947,included
EXPE_000000000017016265,EXPE,2017-05-09,accounting_financial_reporting,1.244000959533737,-0.0016575706690931113,-0.0010437746341224186,0.06874379667591768,0.013620665657085538,included
EXPE_000000000018024417,EXPE,2018-08-07,revenue_non_gaap,-1.4549044713251664,-0.018131056835796522,5.559327215542975e-05,-0.0033401920745161906,0.0006608235491812881,included
EXPE_000000000019008960,EXPE,2019-05-28,accounting_financial_reporting,1.3145754350907906,0.0024017972040448754,0.012098695426196793,0.07719534737570566,0.0010802334418191454,included
EXPE_000000000024003851,EXPE,2024-04-09,revenue_non_gaap,-1.351367839168207,0.013419054109911954,0.004861334400063866,-0.12686768540355187,0.005139001631139232,included
F_000000000017029248,F,2017-08-17,accounting_financial_reporting,5.348002939921476,-0.008643442068309137,-0.013338015360326638,0.0707569461188795,0.0137280598784464,included
F_000000000022007496,F,2022-07-15,risk_legal_regulatory,1.6010182913679616,0.025692861822841362,0.06131238232445335,0.055124060938775865,0.01996889912999891,included
FCX_000000000017017202,FCX,2017-05-16,routine_other,-1.7006406932283635,0.0010738205762302888,0.022994047257661188,0.18399383874995923,0.007878522285914215,included
FCX_000000000022004385,FCX,2022-04-25,mda_liquidity,0.37205881695046117,-0.13830800987081038,-0.04541860495013483,-0.26075312585326127,0.05981073506797672,included
FIX_000000000016065580,FIX,2016-02-19,routine_other,-2.6447071103389717,-0.025069751600735102,0.0827223737113626,0.08376259764989835,0.016868070653113902,included
FOX_000000000018034571,FOX,2018-11-06,accounting_financial_reporting,3.7278807900292654,,0.001778328808100138,-0.18684461945884467,,excluded_missing_required_field
FOX_000000000019013787,FOX,2019-09-19,accounting_financial_reporting,0.6796845405740293,-0.03632365689935135,-0.027424079851743777,0.06266580754005335,0.009531613290968216,included
FOX_000000000024002186,FOX,2024-02-27,business_structure,2.120117606344815,-0.026311633039506677,-0.034714924831185656,0.08543382875511463,0.008252795132998083,included
GIS_000000000018018988,GIS,2018-06-20,accounting_financial_reporting,-0.1838166706691049,0.018016188454643256,0.0485869733886658,0.025294556928906364,0.02551119327086116,included
GIS_000000000020001733,GIS,2020-02-26,accounting_financial_reporting,-0.774790680004216,0.04402505750774666,-0.0016997338295980935,0.1856629958433338,0.00012094097980814945,included
GIS_000000000021013208,GIS,2021-10-29,accounting_financial_reporting,0.5428257739297723,-0.0035389037525036526,0.006187049748984763,0.15572883545983474,0.01128211663335814,included
GLW_000000000017010797,GLW,2017-03-31,routine_other,-0.7411085676295274,-0.00591796792864796,-0.02533818156389256,0.08454514374849931,0.005408006826037118,included
GLW_000000000022005699,GLW,2022-05-24,risk_legal_regulatory,0.8383191196035502,-0.021495322579356713,0.018117110391905,0.023822653535432337,0.002983599949675099,included
GLW_000000000023012635,GLW,2023-11-17,accounting_financial_reporting,1.3626488599640667,0.01105658665839293,-0.0296925901709697,0.010683352407256819,0.006702158366293937,included
HBAN_000000000016061412,HBAN,2016-01-14,accounting_financial_reporting,2.61612930449253,-0.013461525307782662,-0.051565688612271066,-0.08397267132904751,0.0020825910891281636,included
HBAN_000000000017040659,HBAN,2017-11-16,accounting_financial_reporting,-1.0613492165234353,0.03450566827086465,-0.013106153697618361,0.13440523666657078,0.0013929493017880833,included
HBAN_000000000021001444,HBAN,2021-02-04,routine_other,-0.6985101209340596,-0.002226764764091116,0.03205770539574904,0.020864763393823038,0.017115523583492703,included
HBAN_000000000025007733,HBAN,2025-07-23,routine_other,-1.7077811506184988,-0.02014684745562134,-0.02283307790368405,-0.1185069774187254,0.015475290274743356,included
HLT_000000000017008976,HLT,2017-03-17,mda_liquidity,1.737028739982943,0.009357701924354478,0.007833835616623097,0.11257610680107599,0.013319972931950915,included
HLT_000000000019014057,HLT,2019-09-30,routine_other,-1.7018307694600532,-0.006759487322646085,0.02228690292328872,0.10021836983935861,0.010010221332942562,included
HLT_000000000024006691,HLT,2024-06-11,revenue_non_gaap,1.5878228479223981,0.00926275570293622,0.023536970684631453,0.02828454981596884,0.008471808643364035,included
IFF_000000000016085841,IFF,2016-07-26,accounting_financial_reporting,0.005649492666017886,0.011999957039857567,-0.00518886380707495,-0.02489901357724389,0.01171738765786933,included
IFF_000000000017013401,IFF,2017-04-19,revenue_non_gaap,-0.48989234017359257,0.012021497912164225,0.02602601166884122,-0.05371233287423849,0.00909561253895261,included
IFF_000000000018019487,IFF,2018-06-25,routine_other,-1.6970704645332964,0.0026441584099017312,0.009941596260082397,0.037658950056877916,0.005973675913833315,included
IFF_000000000020005058,IFF,2020-06-05,accounting_financial_reporting,2.9690880674898024,0.017077669000686302,-0.0460498881859176,-0.1920260376872095,0.0004994782423609121,included
IFF_000000000024009611,IFF,2024-08-22,business_structure,-0.9799539123116636,0.005771925587282123,0.02459826342478888,-0.19486246711208488,0.009658938433246016,included
ISRG_000000000022002263,ISRG,2022-03-01,mda_liquidity,-1.1215729838826776,0.015365889270053668,0.042364642407559105,-0.165597765898005,0.01780255492252221,included
ITW_000000000021011797,ITW,2021-09-28,accounting_financial_reporting,0.006955504288557179,-0.006721815939740083,-0.014942000084188889,0.03433186145752598,0.013542026443927158,included
ITW_000000000023012160,ITW,2023-11-07,mda_liquidity,-0.02340621470894,-0.001022302744862258,-0.016137137046269734,-0.017079147863582556,0.018306931960973064,included
KEYS_000000000016071042,KEYS,2016-04-05,accounting_financial_reporting,0.2230790028502816,-0.003494036144680468,-0.02798138590243371,0.07546912871927824,0.006467821999465229,included
KEYS_000000000020001611,KEYS,2020-02-21,business_structure,-1.3751693638019906,0.005011957563535341,0.038045205111187363,0.14075068526021284,0.010409649658830934,included
KIM_000000000017010670,KIM,2017-03-30,mda_liquidity,-1.1093122436783942,-0.036024204102635515,0.003128438845993342,-0.1847226782534781,0.021055908154705323,included
KIM_000000000021006862,KIM,2021-06-02,routine_other,-1.688739930911472,0.04789040715236437,0.03110152901913177,-0.07258980393873304,0.004311949149763923,included
KIM_000000000023011402,KIM,2023-10-18,business_structure,-0.8983090279308179,0.01721566416886644,-0.006875588941179234,0.08689548035822325,0.011124014782156614,included
KIM_000000000024009904,KIM,2024-08-30,business_structure,0.566895098417608,-0.011967208927697648,0.023686788288674765,0.044105664631245434,0.006953166643247437,included
KMI_000000000016082397,KMI,2016-06-28,mda_liquidity,2.3946889953351373,-0.019078131420129485,0.0076070243633048484,0.16618936570055987,0.04894384808355283,included
KMI_000000000021002753,KMI,2021-03-08,routine_other,-1.5199986861806807,0.0582760295126763,-0.01052894532866,0.06682682362477477,0.020489527990934186,included
KMI_000000000023003113,KMI,2023-03-28,accounting_financial_reporting,3.4366961036591177,0.005387001836343552,0.00808594015862707,-0.12082691492952025,0.027042449800446653,included
LEN_000000000016068040,LEN,2016-03-11,accounting_financial_reporting,14.264415307796563,-0.013323235687600188,0.008462407142302397,-0.027381160679904037,0.029202838579098035,included
LEN_000000000017044289,LEN,2017-12-19,business_structure,4.401348001774498,0.009796392850273006,0.038095097129017264,-0.0559435211442727,0.0026597614296002482,included
LEN_000000000018014217,LEN,2018-05-08,routine_other,-1.7077811506184988,0.006092997590841809,-0.02803223554791956,-0.12036908954740377,0.005633671181007961,included
LEN_000000000019007876,LEN,2019-05-01,mda_liquidity,0.5053476100484526,0.0023866117580848556,-0.0024179695684261038,-0.12183682128816042,0.004678505735292325,included
LEN_000000000022001608,LEN,2022-02-09,revenue_non_gaap,-1.2874637005443819,-0.019316416090731314,0.003985394266836195,-0.07780859338044699,0.04732520733685943,included
